hs_code,desc,mfn_rate,country,source_file,hs2
710210,Unsorted.,,멕시코,2024년_멕시코_관세율표.xlsx,71
7103,"Precious stones (other than diamonds) and semi-precious stones, whether or not worked or graded but not strung, mounted or set; ungraded precious stones (other than diamonds) and semi-precious stones, temporarily strung for convenience of transport.",,멕시코,2024년_멕시코_관세율표.xlsx,71
7104,"Synthetic or reconstructed precious or semi-precious stones, whether or not worked or graded but not strung, mounted or set; ungraded synthetic or reconstructed precious or semi- precious stones, temporarily strung for convenience of transport.",,멕시코,2024년_멕시코_관세율표.xlsx,71
7106,"Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.",,멕시코,2024년_멕시코_관세율표.xlsx,71
710691,Unwrought.,,멕시코,2024년_멕시코_관세율표.xlsx,71
710691,Unwrought.,,멕시코,2024년_멕시코_관세율표.xlsx,71
7107,"Base metals clad with silver, not further worked than semi-manufactured.",,멕시코,2024년_멕시코_관세율표.xlsx,71
710700,"Base metals clad with silver, not further worked than semi-manufactured.",,멕시코,2024년_멕시코_관세율표.xlsx,71
710700,"Base metals clad with silver, not further worked than semi- manufactured.",15.0,멕시코,2024년_멕시코_관세율표.xlsx,71
7108,"Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.",,멕시코,2024년_멕시코_관세율표.xlsx,71
710812,Other unwrought forms.,,멕시코,2024년_멕시코_관세율표.xlsx,71
710812,Other unwrought forms.,,멕시코,2024년_멕시코_관세율표.xlsx,71
710820,Unworked or semi-manufactured gold.,,멕시코,2024년_멕시코_관세율표.xlsx,71
7109,"Base metals or silver, clad with gold, not further worked than semi-manufactured.",,멕시코,2024년_멕시코_관세율표.xlsx,71
710900,"Base metals or silver, clad with gold, not further worked than semi-manufactured.",,멕시코,2024년_멕시코_관세율표.xlsx,71
710900,"Base metals or silver, clad with gold, not further worked than semi-manufactured.",15.0,멕시코,2024년_멕시코_관세율표.xlsx,71
7110,"Platinum, unwrought or in semi-manufactured forms, or in powder form.",,멕시코,2024년_멕시코_관세율표.xlsx,71
711011,Unwrought or in powder form.,,멕시코,2024년_멕시코_관세율표.xlsx,71
711011,Unwrought or in powder form.,,멕시코,2024년_멕시코_관세율표.xlsx,71
711021,Unwrought or in powder form.,,멕시코,2024년_멕시코_관세율표.xlsx,71
711021,Unwrought or in powder form.,,멕시코,2024년_멕시코_관세율표.xlsx,71
711031,Unwrought or in powder form.,,멕시코,2024년_멕시코_관세율표.xlsx,71
711031,Unwrought or in powder form.,,멕시코,2024년_멕시코_관세율표.xlsx,71
711041,Unwrought or in powder form.,,멕시코,2024년_멕시코_관세율표.xlsx,71
711041,Unwrought or in powder form.,,멕시코,2024년_멕시코_관세율표.xlsx,71
7111,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured.",,멕시코,2024년_멕시코_관세율표.xlsx,71
711100,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured.",,멕시코,2024년_멕시코_관세율표.xlsx,71
711100,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured.",15.0,멕시코,2024년_멕시코_관세율표.xlsx,71
7112,"Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal or precious metal compounds, of a kind used principally for the recovery of precious metal other than goods of heading 85.49.",,멕시코,2024년_멕시코_관세율표.xlsx,71
711230,Ash containing precious metal or precious metal compounds.,,멕시코,2024년_멕시코_관세율표.xlsx,71
711230,Ash containing precious metal or precious metal compounds.,,멕시코,2024년_멕시코_관세율표.xlsx,71
711291,"Of gold, including metal clad with gold but excluding sweepings containing other precious metals.",,멕시코,2024년_멕시코_관세율표.xlsx,71
711291,"Of gold, including metal clad with gold but excluding sweepings containing other precious metals.",,멕시코,2024년_멕시코_관세율표.xlsx,71
711291,Waste and scrap used primarily for gold recovery.,,멕시코,2024년_멕시코_관세율표.xlsx,71
711292,"Of platinum, including metal clad with platinum but excluding sweepings containing other precious metals.",,멕시코,2024년_멕시코_관세율표.xlsx,71
711292,"Of platinum, including metal clad with platinum but excluding sweepings containing other precious metals.",,멕시코,2024년_멕시코_관세율표.xlsx,71
7113,"Articles of jewellery and parts thereof, of precious metal or of metal clad with precious metal.",,멕시코,2024년_멕시코_관세율표.xlsx,71
71131,Of precious metal whether or not plated or clad with precious metal:,,멕시코,2024년_멕시코_관세율표.xlsx,71
711311,"Of silver, whether or not plated or clad with other precious metal.",,멕시코,2024년_멕시코_관세율표.xlsx,71
711311,"Silver pins (fasteners), including those clad or plated with other precious metals.",15.0,멕시코,2024년_멕시코_관세율표.xlsx,71
711319,"Of other precious metal, whether or not plated or clad with precious metal.",,멕시코,2024년_멕시코_관세율표.xlsx,71
711320,Of base metal clad with precious metal.,,멕시코,2024년_멕시코_관세율표.xlsx,71
711320,Of base metal clad with precious metal.,,멕시코,2024년_멕시코_관세율표.xlsx,71
7114,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal clad with precious metal.",,멕시코,2024년_멕시코_관세율표.xlsx,71
71141,Of precious metal whether or not plated or clad with precious metal:,,멕시코,2024년_멕시코_관세율표.xlsx,71
711411,"Of silver, whether or not plated or clad with other precious metal.",,멕시코,2024년_멕시코_관세율표.xlsx,71
711411,"Of silver, whether or not plated or clad with other precious metal.",15.0,멕시코,2024년_멕시코_관세율표.xlsx,71
711419,"Of other precious metal, whether or not plated or clad with precious metal.",,멕시코,2024년_멕시코_관세율표.xlsx,71
711419,"Of other precious metal, whether or not plated or clad with precious metal.",,멕시코,2024년_멕시코_관세율표.xlsx,71
711420,Of base metal clad with precious metal.,,멕시코,2024년_멕시코_관세율표.xlsx,71
711420,Of base metal clad with precious metal.,15.0,멕시코,2024년_멕시코_관세율표.xlsx,71
7115,Other articles of precious metal or of metal clad with precious metal.,,멕시코,2024년_멕시코_관세율표.xlsx,71
711510,"Catalysts in the form of wire cloth or grill, of platinum.",,멕시코,2024년_멕시코_관세율표.xlsx,71
711510,"Catalysts in the form of wire cloth or grill, of platinum.",,멕시코,2024년_멕시코_관세율표.xlsx,71
71171,"Of base metal, whether or not plated with precious metal:",,멕시코,2024년_멕시코_관세율표.xlsx,71
711719,Base metals chains not plated with gold or silver.,5.0,멕시코,2024년_멕시코_관세율표.xlsx,71
711790,"Loose parts or pieces made of base metals, not plated with gold or silver.",,멕시코,2024년_멕시코_관세율표.xlsx,71
711810,"Coin (other than gold coin), not being legal tender.",,멕시코,2024년_멕시코_관세율표.xlsx,71
711810,"Coin (other than gold coin), not being legal tender.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,71
7201,"Pig iron and spiegeleisen in pigs, blocks or other primary forms.",,멕시코,2024년_멕시코_관세율표.xlsx,72
720110,Non-alloy pig iron containing by weight 0.5% or less of phosphorus.,,멕시코,2024년_멕시코_관세율표.xlsx,72
720110,Non-alloy pig iron containing by weight 0.5% or less of phosphorus.,,멕시코,2024년_멕시코_관세율표.xlsx,72
720120,Non-alloy pig iron containing by weight more than 0.5% of phosphorus.,,멕시코,2024년_멕시코_관세율표.xlsx,72
720120,Non-alloy pig iron containing by weight more than 0.5% of phosphorus.,,멕시코,2024년_멕시코_관세율표.xlsx,72
720150,Alloy pig iron; spiegeleisen.,,멕시코,2024년_멕시코_관세율표.xlsx,72
720150,Alloy pig iron; spiegeleisen.,,멕시코,2024년_멕시코_관세율표.xlsx,72
7202,Ferro-alloys.,,멕시코,2024년_멕시코_관세율표.xlsx,72
720260,Ferro-nickel.,,멕시코,2024년_멕시코_관세율표.xlsx,72
720260,Ferro-nickel.,,멕시코,2024년_멕시코_관세율표.xlsx,72
720291,Encapsulated ferrotitanium.,,멕시코,2024년_멕시코_관세율표.xlsx,72
720299,"Encapsultated ferrocalcium, ferrocalcium aluminium, ferro-calcium-silicon.",,멕시코,2024년_멕시코_관세율표.xlsx,72
720299,Ferrophosphorus; ferroboron.,,멕시코,2024년_멕시코_관세율표.xlsx,72
7203,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94 %, in lumps, pellets or similar forms.",,멕시코,2024년_멕시코_관세율표.xlsx,72
720310,Ferrous products obtained by direct reduction of iron ore.,,멕시코,2024년_멕시코_관세율표.xlsx,72
720310,Ferrous products obtained by direct reduction of iron ore.,,멕시코,2024년_멕시코_관세율표.xlsx,72
7204,Ferrous waste and scrap; remelting scrap ingots of iron or steel.,,멕시코,2024년_멕시코_관세율표.xlsx,72
720410,Waste and scrap of cast iron.,,멕시코,2024년_멕시코_관세율표.xlsx,72
720410,Waste and scrap of cast iron.,,멕시코,2024년_멕시코_관세율표.xlsx,72
72042,Waste and scrap of alloy steel:,,멕시코,2024년_멕시코_관세율표.xlsx,72
720421,Of stainless steel.,,멕시코,2024년_멕시코_관세율표.xlsx,72
720421,Of stainless steel.,,멕시코,2024년_멕시코_관세율표.xlsx,72
720430,Waste and scrap of tinned iron or steel.,,멕시코,2024년_멕시코_관세율표.xlsx,72
720430,Waste and scrap of tinned iron or steel.,,멕시코,2024년_멕시코_관세율표.xlsx,72
7205,"Granules and powders, of pig iron, spiegeleisen, iron or steel.",,멕시코,2024년_멕시코_관세율표.xlsx,72
720521,Of alloy steel.,,멕시코,2024년_멕시코_관세율표.xlsx,72
720521,Of alloy steel.,,멕시코,2024년_멕시코_관세율표.xlsx,72
7206,Iron and non-alloy steel in ingots or other primary forms (excluding iron of heading 72.03).,,멕시코,2024년_멕시코_관세율표.xlsx,72
7207,Semi-finished products of iron or non-alloy steel.,,멕시코,2024년_멕시코_관세율표.xlsx,72
720712,"Other, of rectangular (other than square) cross-section.",,멕시코,2024년_멕시코_관세율표.xlsx,72
720712,"Other, of rectangular (other than square) cross-section.",,멕시코,2024년_멕시코_관세율표.xlsx,72
720720,"Having a thickness not exceeding 185 mm, and a width not less than double the thickness.",,멕시코,2024년_멕시코_관세율표.xlsx,72
7208,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated.",,멕시코,2024년_멕시코_관세율표.xlsx,72
72083,"Other, in coils, not further worked than hot-rolled:",,멕시코,2024년_멕시코_관세율표.xlsx,72
720840,"Not in coils, not further worked than hot-rolled, with patterns in relief.",,멕시코,2024년_멕시코_관세율표.xlsx,72
720840,"Not in coils, not further worked than hot-rolled, with patterns in relief.",,멕시코,2024년_멕시코_관세율표.xlsx,72
72085,"Other, not in coils, not further worked than hot-rolled:",,멕시코,2024년_멕시코_관세율표.xlsx,72
7209,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, cold-rolled (cold-reduced), not clad, plated or coated.",,멕시코,2024년_멕시코_관세율표.xlsx,72
72091,"In coils, not further worked than cold-rolled (cold-reduced):",,멕시코,2024년_멕시코_관세율표.xlsx,72
720918,With a thickness less than 0.361 mm (black plate).,25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
72092,"Not in coils, not further worked than cold-rolled (cold-reduced):",,멕시코,2024년_멕시코_관세율표.xlsx,72
7210,"Flat-rolled products of iron or non-alloy steel, of a width of 600 mm or more, clad, plated or coated.",,멕시코,2024년_멕시코_관세율표.xlsx,72
72101,Plated or coated with tin:,,멕시코,2024년_멕시코_관세율표.xlsx,72
721012,"With a thickness of 0.20 mm or more, the first two digits of the hardening code being ""T2"", ""T3"", ""T4"" and ""T5"", in accordance with the international standard ASTM A623 for single reduced product, or its equivalent in other standards, other than those included in section 7210.12.04.03.",,멕시코,2024년_멕시코_관세율표.xlsx,72
721012,"Tinned sheets, with a thickness of 0.20 mm or more, the first two digits of the hardening code being ""T2"", ""T3"", ""T4"" and ""T5"", recognized as intended solely for the manufacture of tops and bottoms for dry cells.",,멕시코,2024년_멕시코_관세율표.xlsx,72
721020,"Plated or coated with lead, including terne-plate.",,멕시코,2024년_멕시코_관세율표.xlsx,72
721020,"Plated or coated with lead, including terne-plate.",,멕시코,2024년_멕시코_관세율표.xlsx,72
721030,Electrolytically plated or coated with zinc.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721030,Electrolytically plated or coated with zinc.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721030,Sheets plated with zinc on both sides.,25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
72104,Otherwise plated or coated with zinc:,,멕시코,2024년_멕시코_관세율표.xlsx,72
721041,Sheets plated with zinc on both sides.,25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
721050,Plated or coated with chromium oxides or with chromium and chromium oxides.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721050,Plated or coated with chromium oxides or with chromium and chromium oxides.,,멕시코,2024년_멕시코_관세율표.xlsx,72
72106,Plated or coated with aluminium :,,멕시코,2024년_멕시코_관세율표.xlsx,72
721061,Plated or coated with aluminium-zinc alloys.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721061,Plated or coated with aluminium-zinc alloys.,25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
721069,"Non-alloy materials coated with aluminum referred to as ""aluminized"".",,멕시코,2024년_멕시코_관세율표.xlsx,72
721070,"Painted sheets, galvanized by immersion.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
721070,No metallic or plated coating.,25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
721070,Electrolytically galvanized.,25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
721090,Plated with stainless steel.,25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
721090,"Other, plated.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
7211,"Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, not clad, plated or coated.",,멕시코,2024년_멕시코_관세율표.xlsx,72
72111,Not further worked than hot-rolled:,,멕시코,2024년_멕시코_관세율표.xlsx,72
721113,"Rolled on four faces or in a closed box pass, of a width exceeding 150 mm and a thickness of not less than 4 mm, not in coils and without patterns in relief.",,멕시코,2024년_멕시코_관세율표.xlsx,72
721113,"Rolled on four faces or in a closed box pass, of a width exceeding 150 mm and a thickness of not less than 4 mm, not in coils and without patterns in relief.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
72112,Not further worked than cold-rolled (cold-reduced):,,멕시코,2024년_멕시코_관세율표.xlsx,72
721123,Cold flat-rolled sheets of a thickness of 0.46 mm or more but not exceeding 3.4 mm.,25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
721129,Strips containing 0.6% of carbon or more.,25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
721129,"Cold flat-rolled sheets with a thickness of 0.46 mm or more, but not exceeding 3.4 mm.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
7212,"Flat-rolled products of iron or non-alloy steel, of a width of less than 600 mm, clad, platedor coated.",,멕시코,2024년_멕시코_관세율표.xlsx,72
721210,Plated or coated with tin.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721210,Plated or coated with tin.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721210,Tin-plated strips.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721210,Tin sheets (tin plate).,,멕시코,2024년_멕시코_관세율표.xlsx,72
721220,Electrolytically plated or coated with zinc.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721220,Electrolytically plated or coated with zinc.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721220,Coated on both sides with zinc with a width exceeding 500 mm.,25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
721230,Otherwise plated or coated with zinc.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721230,Otherwise plated or coated with zinc.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721230,Coated on both sides with zinc with a width exceeding 500 mm.,25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
721240,"Of a total thickness of 0.075 mm or more, but not exceeding 0.55 mm, coated with plastic on one or both sides.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
721240,"Coated on both sides with zinc, with a width of 500 mm or more.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
721250,Otherwise plated or coated.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721250,Otherwise plated or coated.,25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
721260,Unworked sheets coated with chrome.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721260,"Strips coated with electrolytic copper on both sides and polished with a substance not exceeding 5% in copper, with a width not exceeding 100 mm and a thickness not exceeding 0.6 mm.",,멕시코,2024년_멕시코_관세율표.xlsx,72
721260,Sheet plated with stainless steel.,,멕시코,2024년_멕시코_관세율표.xlsx,72
7213,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel.",,멕시코,2024년_멕시코_관세율표.xlsx,72
721399,"Steel wire rod with a maximum carbon content of 0.13%, maximum silicon content of 0.1%, and minimum aluminum content of 0.02%, by weight, other than those included in section 7213.99.99.02.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
7214,"Other bars and rods of iron or non-alloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling.",,멕시코,2024년_멕시코_관세율표.xlsx,72
721491,Of rectangular (other than square) cross-section.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721491,Of rectangular (other than square) cross-section.,,멕시코,2024년_멕시코_관세율표.xlsx,72
7215,Other bars and rods of iron or non-alloy steel.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721510,"Of free-cutting steel, not further worked than cold-formed or cold-finished.",,멕시코,2024년_멕시코_관세율표.xlsx,72
721510,"Of free-cutting steel, not further worked than cold-formed or cold-finished.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
721550,"Other, not further worked than cold-formed or cold-finished.",,멕시코,2024년_멕시코_관세율표.xlsx,72
721550,"Other, not further worked than cold-formed or cold-finished.",,멕시코,2024년_멕시코_관세율표.xlsx,72
721550,"Solids, coated with aluminum or copper.",,멕시코,2024년_멕시코_관세율표.xlsx,72
721590,"Hot rolled, plated or metallic coated.",,멕시코,2024년_멕시코_관세율표.xlsx,72
7216,"Angles, shapes and sections of iron or non-alloy steel.",,멕시코,2024년_멕시코_관세율표.xlsx,72
721610,"U, I or H sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm.",,멕시코,2024년_멕시코_관세율표.xlsx,72
721610,"U, I or H sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm.",,멕시코,2024년_멕시코_관세율표.xlsx,72
72162,"L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm:",,멕시코,2024년_멕시코_관세율표.xlsx,72
72163,"U, I or H sections, not further worked than hot-rolled, hot-drawn or extruded of a height of 80 mm or more :",,멕시코,2024년_멕시코_관세율표.xlsx,72
721640,"L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more.",,멕시코,2024년_멕시코_관세율표.xlsx,72
721640,"L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80 mm or more.",,멕시코,2024년_멕시코_관세율표.xlsx,72
721650,"Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded.",,멕시코,2024년_멕시코_관세율표.xlsx,72
72166,"Angles, shapes and sections, not further worked than cold-formed or cold-finished:",,멕시코,2024년_멕시코_관세율표.xlsx,72
721669,"H-, I-, L-, T-, U- and Z-shaped profiles with a thickness not exceeding 23 cm, other than those included in section 7216.69.99.02.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
7217,Wire of iron or non-alloy steel.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721710,"Not plated or coated, whether or not polished.",,멕시코,2024년_멕시코_관세율표.xlsx,72
721710,"Not plated or coated, whether or not polished.",,멕시코,2024년_멕시코_관세율표.xlsx,72
721710,"With a carbon content of less than 0.25% by weight, with a diameter greater than or equal to 3.5 mm.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
721720,Plated or coated with zinc.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721720,Plated or coated with zinc.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721730,Plated or coated with other base metals.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721730,Plated or coated with other base metals.,,멕시코,2024년_멕시코_관세율표.xlsx,72
7218,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721891,Of rectangular (other than square) cross-section.,,멕시코,2024년_멕시코_관세율표.xlsx,72
721891,Of rectangular (other than square) cross-section.,,멕시코,2024년_멕시코_관세율표.xlsx,72
7219,"Flat-rolled products of stainless steel, of a width of 600 mm or more.",,멕시코,2024년_멕시코_관세율표.xlsx,72
72191,"Not further worked than hot-rolled, in coils:",,멕시코,2024년_멕시코_관세율표.xlsx,72
721912,"Of a thickness of 6 mm or less, and a width of 710 mm or more, not exceeding 1,350 mm.",,멕시코,2024년_멕시코_관세율표.xlsx,72
72192,"Not further worked than hot-rolled, not in coils:",,멕시코,2024년_멕시코_관세율표.xlsx,72
72193,Not further worked than cold-rolled (cold-reduced):,,멕시코,2024년_멕시코_관세율표.xlsx,72
7220,"Flat-rolled products of stainless steel, of a width of less than 600 mm.",,멕시코,2024년_멕시코_관세율표.xlsx,72
72201,Not further worked than hot-rolled:,,멕시코,2024년_멕시코_관세율표.xlsx,72
722020,Not further worked than cold-rolled (cold-reduced).,,멕시코,2024년_멕시코_관세율표.xlsx,72
722020,Not further worked than cold-rolled (cold-reduced).,,멕시코,2024년_멕시코_관세율표.xlsx,72
722020,"Not tempered or pretempered (DGN-410, DGN-420 and DGN-440) of a thickness of 0.3 mm or more, but no more than 6.0 mm, and with a maximum width of 325 mm.",20.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722020,"With a thickness of 0.3 mm or more, but not exceeding 4.0 mm, other than those included in section 7220.20.03.01.",20.0,멕시코,2024년_멕시코_관세율표.xlsx,72
7221,"Bars and rods, hot-rolled, in irregularly wound coils, of stainless steel.",,멕시코,2024년_멕시코_관세율표.xlsx,72
722100,"Bars and rods, hot-rolled, in irregularly wound coils, of stainless steel.",,멕시코,2024년_멕시코_관세율표.xlsx,72
722100,"Bars and rods, hot-rolled, in irregularly wound coils, of stainless steel.",,멕시코,2024년_멕시코_관세율표.xlsx,72
7222,"Other bars and rods of stainless steel; angles, shapes and sections of stainless steel.",,멕시코,2024년_멕시코_관세율표.xlsx,72
72221,"Bars and rods, not further worked than hot-rolled, hot-drawn or extruded:",,멕시코,2024년_멕시코_관세율표.xlsx,72
722220,"Bars and rods, not further worked than cold-formed or cold-finished.",,멕시코,2024년_멕시코_관세율표.xlsx,72
722220,"Bars and rods, not further worked than cold-formed or cold-finished.",,멕시코,2024년_멕시코_관세율표.xlsx,72
7223,Wire of stainless steel.,,멕시코,2024년_멕시코_관세율표.xlsx,72
722300,Wire of stainless steel.,,멕시코,2024년_멕시코_관세율표.xlsx,72
722300,Wire of stainless steel.,,멕시코,2024년_멕시코_관세율표.xlsx,72
7224,Other alloy steel in ingots or other primary forms; semi- finished products of other alloy steel.,,멕시코,2024년_멕시코_관세율표.xlsx,72
722410,"Ingots, except tool grade steel and high speed steel.",,멕시코,2024년_멕시코_관세율표.xlsx,72
722410,Other of tool grade steel.,,멕시코,2024년_멕시코_관세율표.xlsx,72
7225,"Flat-rolled products of other alloy steel, of a width of 600 mm or more.",,멕시코,2024년_멕시코_관세율표.xlsx,72
722530,"Other, not further worked than hot-rolled, in coils.",,멕시코,2024년_멕시코_관세율표.xlsx,72
722530,"Other, not further worked than hot-rolled, in coils.",,멕시코,2024년_멕시코_관세율표.xlsx,72
722530,"Tool grade steel, except for high-speed steel.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722540,"Other, not further worked than hot-rolled, not in coils.",,멕시코,2024년_멕시코_관세율표.xlsx,72
722540,"Other, not further worked than hot-rolled, not in coils.",,멕시코,2024년_멕시코_관세율표.xlsx,72
722540,Tool strength steel.,25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722550,"Other, not further worked than cold-rolled (cold-reduced).",,멕시코,2024년_멕시코_관세율표.xlsx,72
722550,"Other, not further worked than cold-rolled (cold-reduced).",,멕시코,2024년_멕시코_관세율표.xlsx,72
722550,"Containing 0.0008% or more of boron, of a thickness of 1 mm or more, but less than 3 mm, other than tool grade steel.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722550,"Containing 0.0008% or more boron and a thickness of 0.5 mm or more but not more than 1 mm, in coils, other than tool grade steel.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722550,"Containing 0.0008% or more boron and less than 0.5 mm thickness, in coils, other than tool grade steel.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722550,"Containing 0.0008% or more boron, and a thickness of 3 mm or more but less than 4.75 mm, in coils, other than tool grade steel.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722550,"Containing 0.0008% or more boron, and a thickness of 4.75 mm or more, in coils, other than tool grade steel.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722550,"Containing 0.0008% or more boron, and less than 4.75 mm thick, not in coils, except for tool grade steel.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722550,"Containing 0.0008% or more boron, and 4.75 mm or more thickness, not in coils, except for tool grade steel.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722550,Other of a thicknesses not less than 4.75 mm.,25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722550,Other of steel for porcelainizing.,25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722591,Electrolytically plated or coated with zinc.,,멕시코,2024년_멕시코_관세율표.xlsx,72
722591,Electrolytically plated or coated with zinc.,25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722592,Otherwise plated or coated with zinc.,,멕시코,2024년_멕시코_관세율표.xlsx,72
722592,Otherwise plated or coated with zinc.,,멕시코,2024년_멕시코_관세율표.xlsx,72
722599,Aluminized steel.,25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722599,Coated with aluminum and zinc alloys (galvalume).,25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
7226,"Flat-rolled products of other alloy steel, of a width of less than 600 mm.",,멕시코,2024년_멕시코_관세율표.xlsx,72
722691,Not further worked than hot-rolled.,,멕시코,2024년_멕시코_관세율표.xlsx,72
722691,Not further worked than hot-rolled.,,멕시코,2024년_멕시코_관세율표.xlsx,72
722691,"Containing 0.0008% or more of boron, of a thickness of 1 mm or more, but less than 3 mm, other than tool grade steel.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722691,"Containing 0.0008% or more boron and a thickness of 0.5 mm or more but not more than 1 mm, in coils, other than tool grade steel.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722691,"Containing 0.0008% or more boron and less than 0.5 mm thickness, in coils, other than tool grade steel.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722691,"Containing 0.0008% or more boron, and a thickness of 3 mm or more but less than 4.75 mm, in coils, other than tool grade steel.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722691,"Containing 0.0008% or more boron, and a thickness of more than 4.75, in coils, except for tool grade steel.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722691,"Containing 0.0008% or more boron, uncoiled, less than 4.75 mm thick, other than tool grade steel.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722691,"Containing 0.0008% or more boron, uncoiled, of a thickness of 4.75 mm or more, other than tool grade steel.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722691,Other of a thicknesses not less than 4.75 mm.,25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
722692,Not further worked than cold-rolled (cold-reduced).,,멕시코,2024년_멕시코_관세율표.xlsx,72
722692,Not further worked than cold-rolled (cold-reduced).,,멕시코,2024년_멕시코_관세율표.xlsx,72
722692,"Containing 0.0008% or more boron, and a thickness of 3 mm or more, in coils, other than tool grade steel.",25.0,멕시코,2024년_멕시코_관세율표.xlsx,72
